state,date,population,lpg_stock,water_level,food_stock
Karnataka,2024-01-14,74913018,5793,72,31557
Karnataka,2024-01-15,74913018,5944,78,32896
Karnataka,2024-01-16,74913018,6015,80,34065
Karnataka,2024-01-17,74913018,6256,73,32357
Karnataka,2024-01-18,74913018,5965,80,33858
Karnataka,2024-01-19,74913018,6144,71,32495
Karnataka,2024-01-20,74913018,5972,78,33528
Karnataka,2024-01-21,74913018,5902,71,32008
Karnataka,2024-01-22,74913018,6469,71,34536
Karnataka,2024-01-23,74913018,5814,76,33383
Karnataka,2024-01-24,74913018,6354,73,31512
Karnataka,2024-01-25,74913018,6029,74,35066
Karnataka,2024-01-26,74913018,6055,79,33673
Karnataka,2024-01-27,74913018,5996,79,33995
Karnataka,2024-01-28,74913018,6463,73,32329
Karnataka,2024-01-29,74913018,5961,76,31979
Karnataka,2024-01-30,74913018,6071,79,33801
Karnataka,2024-01-31,74913018,6443,73,33469
Karnataka,2024-02-01,74913018,6670,73,31123
Karnataka,2024-02-02,74913018,6081,77,31645
Karnataka,2024-02-03,74913018,6278,80,33826
Karnataka,2024-02-04,74913018,6696,76,32857
Karnataka,2024-02-05,74913018,6701,70,33057
Karnataka,2024-02-06,74913018,6281,79,31940
Karnataka,2024-02-07,74913018,6402,78,33543
Karnataka,2024-02-08,74913018,5862,70,34845
Karnataka,2024-02-09,74913018,6731,75,32223
Karnataka,2024-02-10,74913018,6693,73,34591
Karnataka,2024-02-11,74913018,5966,77,33926
Karnataka,2024-02-12,74913018,6604,74,34129
Karnataka,2024-02-13,74913018,6705,73,31177
Karnataka,2024-02-14,74913018,6531,74,33434
Karnataka,2024-02-15,74913018,6228,73,31306
Karnataka,2024-02-16,74913018,6172,77,33707
Karnataka,2024-02-17,74913018,5871,76,31316
Karnataka,2024-02-18,74913018,6670,77,31504
Karnataka,2024-02-19,74913018,6495,74,31490
Karnataka,2024-02-20,74913018,6558,71,32865
Karnataka,2024-02-21,74913018,5772,76,31402
Karnataka,2024-02-22,74913018,6479,76,33461
Karnataka,2024-02-23,74913018,5954,76,32430
Karnataka,2024-02-24,74913018,6070,73,33074
Karnataka,2024-02-25,74913018,5872,71,31383
Karnataka,2024-02-26,74913018,6512,71,32779
Karnataka,2024-02-27,74913018,6702,80,31130
Karnataka,2024-02-28,74913018,6031,70,34756
Karnataka,2024-02-29,74913018,5928,77,33977
Tamil Nadu,2024-01-01,139772917,9280,75,46449
Tamil Nadu,2024-01-02,139772917,8633,71,45293
Tamil Nadu,2024-01-03,139772917,8937,71,44040
Tamil Nadu,2024-01-04,139772917,9077,73,47091
Tamil Nadu,2024-01-05,139772917,9030,75,46222
Tamil Nadu,2024-01-06,139772917,8475,72,45282
Tamil Nadu,2024-01-07,139772917,9358,75,45859
Tamil Nadu,2024-01-08,139772917,9257,71,46615
Tamil Nadu,2024-01-09,139772917,8641,69,46068
Tamil Nadu,2024-01-10,139772917,9330,67,47325
Tamil Nadu,2024-01-11,139772917,8878,72,46866
Tamil Nadu,2024-01-12,139772917,9326,70,45369
Tamil Nadu,2024-01-13,139772917,9393,74,44148
Tamil Nadu,2024-01-14,139772917,8496,74,47464
Tamil Nadu,2024-01-15,139772917,9120,76,47030
Tamil Nadu,2024-01-16,139772917,9020,73,45984
Tamil Nadu,2024-01-17,139772917,8904,71,47023
Tamil Nadu,2024-01-18,139772917,9282,67,43652
Tamil Nadu,2024-01-19,139772917,9331,75,44969
Tamil Nadu,2024-01-20,139772917,9187,75,45418
Tamil Nadu,2024-01-21,139772917,8722,67,45503
Tamil Nadu,2024-01-22,139772917,9240,72,44463
Tamil Nadu,2024-01-23,139772917,8761,71,47084
Tamil Nadu,2024-01-24,139772917,8781,69,44596
Tamil Nadu,2024-01-25,139772917,8755,72,46207
Tamil Nadu,2024-01-26,139772917,8806,69,46426
Tamil Nadu,2024-01-27,139772917,9017,68,45146
Tamil Nadu,2024-01-28,139772917,8832,71,46054
Tamil Nadu,2024-01-29,139772917,8619,72,45300
Tamil Nadu,2024-01-30,139772917,9077,75,46644
Tamil Nadu,2024-01-31,139772917,9272,75,45389
Tamil Nadu,2024-02-01,139772917,8817,77,47454
Tamil Nadu,2024-02-02,139772917,9079,71,43862
Tamil Nadu,2024-02-03,139772917,8569,71,46948
Tamil Nadu,2024-02-04,139772917,9302,75,47519
Tamil Nadu,2024-02-05,139772917,9106,77,46278
Tamil Nadu,2024-02-06,139772917,8460,74,46882
Tamil Nadu,2024-02-07,139772917,9386,76,46005
Tamil Nadu,2024-02-08,139772917,8873,76,44748
Tamil Nadu,2024-02-09,139772917,9145,72,44709
Tamil Nadu,2024-02-10,139772917,9357,70,45461
Tamil Nadu,2024-02-11,139772917,8464,70,45971
Tamil Nadu,2024-02-12,139772917,8500,76,45736
Tamil Nadu,2024-02-13,139772917,9351,72,44124
Tamil Nadu,2024-02-14,139772917,9207,77,44089
Tamil Nadu,2024-02-15,139772917,8790,68,46441
Tamil Nadu,2024-02-16,139772917,9348,74,45367
Tamil Nadu,2024-02-17,139772917,8943,77,46464
Tamil Nadu,2024-02-18,139772917,8812,74,43824
Tamil Nadu,2024-02-19,139772917,9416,74,45550
Tamil Nadu,2024-02-20,139772917,9256,76,43813
Tamil Nadu,2024-02-21,139772917,9083,72,45208
Tamil Nadu,2024-02-22,139772917,8511,70,44123
Tamil Nadu,2024-02-23,139772917,8919,69,45624
Tamil Nadu,2024-02-24,139772917,8803,68,43646
Tamil Nadu,2024-02-25,139772917,8806,72,44814
Tamil Nadu,2024-02-26,139772917,9014,73,45834
Tamil Nadu,2024-02-27,139772917,9346,74,44240
Tamil Nadu,2024-02-28,139772917,8763,72,47111
Tamil Nadu,2024-02-29,139772917,8604,70,45802
Kerala,2024-01-01,131508295,4509,52,43094
Kerala,2024-01-02,131508295,4150,55,45566
Kerala,2024-01-03,131508295,4591,49,42821
Kerala,2024-01-04,131508295,4591,49,42032
Kerala,2024-01-05,131508295,4177,53,44345
Kerala,2024-01-06,131508295,4352,56,43223
Kerala,2024-01-07,131508295,4089,57,45329
Kerala,2024-01-08,131508295,4195,48,42078
Kerala,2024-01-09,131508295,4194,54,44671
Kerala,2024-01-10,131508295,3899,51,44860
Kerala,2024-01-11,131508295,4610,54,41779
Kerala,2024-01-12,131508295,4045,47,44216
Kerala,2024-01-13,131508295,4832,55,42231
Kerala,2024-01-14,131508295,4048,48,45255
Kerala,2024-01-15,131508295,4577,49,45142
Kerala,2024-01-16,131508295,4211,57,44392
Kerala,2024-01-17,131508295,4307,53,45059
Kerala,2024-01-18,131508295,4697,55,43629
Kerala,2024-01-19,131508295,3960,53,43404
Kerala,2024-01-20,131508295,4551,57,43206
Kerala,2024-01-21,131508295,4767,50,44109
Kerala,2024-01-22,131508295,4763,57,43650
Kerala,2024-01-23,131508295,4497,48,42860
Kerala,2024-01-24,131508295,4013,52,42604
Kerala,2024-01-25,131508295,3950,48,42659
Kerala,2024-01-26,131508295,4813,57,43663
Kerala,2024-01-27,131508295,4536,52,45554
Kerala,2024-01-28,131508295,4389,52,45124
Kerala,2024-01-29,131508295,3981,51,44258
Kerala,2024-01-30,131508295,4085,57,42883
Kerala,2024-01-31,131508295,4091,53,45238
Kerala,2024-02-01,131508295,4173,57,43772
Kerala,2024-02-02,131508295,4382,50,43443
Kerala,2024-02-03,131508295,4190,49,44636
Kerala,2024-02-04,131508295,4492,47,42870
Kerala,2024-02-05,131508295,3982,47,41927
Kerala,2024-02-06,131508295,4780,50,42266
Kerala,2024-02-07,131508295,4157,48,44174
Kerala,2024-02-08,131508295,4357,55,43647
Kerala,2024-02-09,131508295,4636,53,44277
Kerala,2024-02-10,131508295,4195,47,42266
Kerala,2024-02-11,131508295,4530,55,42107
Kerala,2024-02-12,131508295,3959,50,42713
Kerala,2024-02-13,131508295,4714,50,43313
Kerala,2024-02-14,131508295,4399,47,45474
Kerala,2024-02-15,131508295,4836,54,43513
Kerala,2024-02-16,131508295,4825,48,44815
Kerala,2024-02-17,131508295,4311,52,42582
Kerala,2024-02-18,131508295,4389,54,43720
Kerala,2024-02-19,131508295,4144,54,44074
Kerala,2024-02-20,131508295,4743,57,45016
Kerala,2024-02-21,131508295,4359,57,44791
Kerala,2024-02-22,131508295,3988,56,43260
Kerala,2024-02-23,131508295,4088,51,45448
Kerala,2024-02-24,131508295,4872,50,41851
Kerala,2024-02-25,131508295,4038,48,42706
Kerala,2024-02-26,131508295,3977,52,44936
Kerala,2024-02-27,131508295,4414,55,45201
Kerala,2024-02-28,131508295,4252,54,45512
Kerala,2024-02-29,131508295,4605,49,44446
Madhya Pradesh,2024-01-01,175176285,9820,68,56178
Madhya Pradesh,2024-01-02,175176285,9363,75,56497
Madhya Pradesh,2024-01-03,175176285,9323,77,55618
Madhya Pradesh,2024-01-04,175176285,9784,67,54610
Madhya Pradesh,2024-01-05,175176285,9286,71,57678
Madhya Pradesh,2024-01-06,175176285,9681,71,56379
Madhya Pradesh,2024-01-07,175176285,9611,67,57683
Madhya Pradesh,2024-01-08,175176285,8942,72,57617
Madhya Pradesh,2024-01-09,175176285,9319,75,54010
Madhya Pradesh,2024-01-10,175176285,9812,74,57498
Madhya Pradesh,2024-01-11,175176285,9552,76,56592
Madhya Pradesh,2024-01-12,175176285,9592,77,54578
Madhya Pradesh,2024-01-13,175176285,9250,74,57049
Madhya Pradesh,2024-01-14,175176285,8979,75,57809
Madhya Pradesh,2024-01-15,175176285,8957,70,55655
Madhya Pradesh,2024-01-16,175176285,9704,74,56240
Madhya Pradesh,2024-01-17,175176285,9330,77,56719
Madhya Pradesh,2024-01-18,175176285,9039,77,56744
Madhya Pradesh,2024-01-19,175176285,9583,69,54803
Madhya Pradesh,2024-01-20,175176285,9267,67,54480
Madhya Pradesh,2024-01-21,175176285,9591,69,55316
Madhya Pradesh,2024-01-22,175176285,8893,76,54340
Madhya Pradesh,2024-01-23,175176285,8832,74,55559
Madhya Pradesh,2024-01-24,175176285,9071,72,57098
Madhya Pradesh,2024-01-25,175176285,9337,70,54603
Madhya Pradesh,2024-01-26,175176285,9083,67,55717
Madhya Pradesh,2024-01-27,175176285,9580,74,56890
Madhya Pradesh,2024-01-28,175176285,8945,74,54725
Madhya Pradesh,2024-01-29,175176285,9138,77,55376
Madhya Pradesh,2024-01-30,175176285,9149,68,54171
Madhya Pradesh,2024-01-31,175176285,9330,77,55548
Madhya Pradesh,2024-02-01,175176285,9238,69,55209
Madhya Pradesh,2024-02-02,175176285,9571,71,54352
Madhya Pradesh,2024-02-03,175176285,9064,76,55108
Madhya Pradesh,2024-02-04,175176285,9602,73,57246
Madhya Pradesh,2024-02-05,175176285,9653,72,54910
Madhya Pradesh,2024-02-06,175176285,9380,73,56070
Madhya Pradesh,2024-02-07,175176285,8864,75,56003
Madhya Pradesh,2024-02-08,175176285,8965,67,55897
Madhya Pradesh,2024-02-09,175176285,9285,70,55339
Madhya Pradesh,2024-02-10,175176285,9197,72,55931
Madhya Pradesh,2024-02-11,175176285,9110,70,55816
Madhya Pradesh,2024-02-12,175176285,9516,73,55171
Madhya Pradesh,2024-02-13,175176285,8947,70,56432
Madhya Pradesh,2024-02-14,175176285,9756,70,55096
Madhya Pradesh,2024-02-15,175176285,9019,67,53985
Madhya Pradesh,2024-02-16,175176285,8867,71,57710
Madhya Pradesh,2024-02-17,175176285,8922,73,55444
Madhya Pradesh,2024-02-18,175176285,9294,67,56969
Madhya Pradesh,2024-02-19,175176285,8845,71,54606
Madhya Pradesh,2024-02-20,175176285,9445,72,55180
Madhya Pradesh,2024-02-21,175176285,9807,75,54587
Madhya Pradesh,2024-02-22,175176285,8982,68,57468
Madhya Pradesh,2024-02-23,175176285,8938,72,57671
Madhya Pradesh,2024-02-24,175176285,9196,73,55333
Madhya Pradesh,2024-02-25,175176285,9275,74,54485
Madhya Pradesh,2024-02-26,175176285,9749,69,57139
Madhya Pradesh,2024-02-27,175176285,9024,73,56559
Madhya Pradesh,2024-02-28,175176285,9631,71,55058
Madhya Pradesh,2024-02-29,175176285,8888,72,55201
Odisha,2024-01-01,87835546,5224,87,57201
Odisha,2024-01-02,87835546,4984,81,58093
Odisha,2024-01-03,87835546,5094,85,58263
Odisha,2024-01-04,87835546,4593,83,60069
Odisha,2024-01-05,87835546,5033,83,56596
Odisha,2024-01-06,87835546,4344,87,56551
Odisha,2024-01-07,87835546,4776,85,56894
Odisha,2024-01-08,87835546,4873,85,59212
Odisha,2024-01-09,87835546,4360,84,59534
Odisha,2024-01-10,87835546,4929,85,57877
Odisha,2024-01-11,87835546,4883,77,59125
Odisha,2024-01-12,87835546,4680,86,58383
Odisha,2024-01-13,87835546,4920,78,56570
Odisha,2024-01-14,87835546,4247,85,56841
Odisha,2024-01-15,87835546,4801,86,58969
Odisha,2024-01-16,87835546,4283,87,59782
Odisha,2024-01-17,87835546,4764,79,59082
Odisha,2024-01-18,87835546,4993,81,58544
Odisha,2024-01-19,87835546,4564,83,57956
Odisha,2024-01-20,87835546,5198,83,56316
Odisha,2024-01-21,87835546,5214,81,58012
Odisha,2024-01-22,87835546,4708,77,57533
Odisha,2024-01-23,87835546,4750,85,58633
Odisha,2024-01-24,87835546,4639,77,56682
Odisha,2024-01-25,87835546,4711,83,56574
Odisha,2024-01-26,87835546,4589,77,58029
Odisha,2024-01-27,87835546,4705,79,60141
Odisha,2024-01-28,87835546,4293,83,56331
Odisha,2024-01-29,87835546,4484,82,60149
Odisha,2024-01-30,87835546,4248,82,57841
Odisha,2024-01-31,87835546,5130,84,59414
Odisha,2024-02-01,87835546,4295,87,58288
Odisha,2024-02-02,87835546,4760,81,56266
Odisha,2024-02-03,87835546,4436,86,56558
Odisha,2024-02-04,87835546,4446,81,56729
Odisha,2024-02-05,87835546,4437,86,59491
Odisha,2024-02-06,87835546,4776,85,57395
Odisha,2024-02-07,87835546,4994,85,56517
Odisha,2024-02-08,87835546,5079,77,59023
Odisha,2024-02-09,87835546,4878,84,60015
Odisha,2024-02-10,87835546,5038,84,57034
Odisha,2024-02-11,87835546,4253,82,58518
Odisha,2024-02-12,87835546,4761,86,56863
Odisha,2024-02-13,87835546,4877,79,56753
Odisha,2024-02-14,87835546,4375,84,57710
Odisha,2024-02-15,87835546,4953,84,60004
Odisha,2024-02-16,87835546,4984,86,58198
Odisha,2024-02-17,87835546,5163,79,58166
Odisha,2024-02-18,87835546,5023,83,58605
Odisha,2024-02-19,87835546,4477,81,59771
Odisha,2024-02-20,87835546,4332,87,56732
Odisha,2024-02-21,87835546,4287,85,59166
Odisha,2024-02-22,87835546,4792,79,57050
Odisha,2024-02-23,87835546,4739,80,58788
Odisha,2024-02-24,87835546,5073,86,59196
Odisha,2024-02-25,87835546,4720,83,59190
Odisha,2024-02-26,87835546,4478,79,59573
Odisha,2024-02-27,87835546,4461,85,57793
Odisha,2024-02-28,87835546,5181,78,60194
Odisha,2024-02-29,87835546,5170,77,59632
Assam,2024-01-01,71035080,8740,86,58107
Assam,2024-01-02,71035080,8400,90,58811
Assam,2024-01-03,71035080,8255,80,57406
Assam,2024-01-04,71035080,8603,90,56502
Assam,2024-01-05,71035080,9091,83,56189
Assam,2024-01-06,71035080,8431,84,57259
Assam,2024-01-07,71035080,8701,88,57485
Assam,2024-01-08,71035080,8458,82,59590
Assam,2024-01-09,71035080,8590,88,58330
Assam,2024-01-10,71035080,8651,85,56600
Assam,2024-01-11,71035080,8725,80,58780
Assam,2024-01-12,71035080,8743,85,58303
Assam,2024-01-13,71035080,8160,85,58091
Assam,2024-01-14,71035080,8655,84,57355
Assam,2024-01-15,71035080,8218,82,58713
Assam,2024-01-16,71035080,8798,90,57730
Assam,2024-01-17,71035080,8193,85,57494
Assam,2024-01-18,71035080,8490,90,59164
Assam,2024-01-19,71035080,9071,83,56711
Assam,2024-01-20,71035080,9049,83,58788
Assam,2024-01-21,71035080,8375,82,59834
Assam,2024-01-22,71035080,9060,87,56915
Assam,2024-01-23,71035080,8263,81,57387
Assam,2024-01-24,71035080,8123,89,59880
Assam,2024-01-25,71035080,8793,90,57830
Assam,2024-01-26,71035080,8976,81,56402
Assam,2024-01-27,71035080,8162,90,56905
Assam,2024-01-28,71035080,9059,81,57836
Assam,2024-01-29,71035080,8449,84,59145
Assam,2024-01-30,71035080,8424,90,55974
Assam,2024-01-31,71035080,8111,83,57001
Assam,2024-02-01,71035080,8355,82,57498
Assam,2024-02-02,71035080,8939,90,57727
Assam,2024-02-03,71035080,8528,85,56806
Assam,2024-02-04,71035080,8338,89,58777
Assam,2024-02-05,71035080,9085,80,58389
Assam,2024-02-06,71035080,8738,84,59295
Assam,2024-02-07,71035080,8590,83,57547
Assam,2024-02-08,71035080,8942,80,56886
Assam,2024-02-09,71035080,8749,81,56999
Assam,2024-02-10,71035080,8925,89,57037
Assam,2024-02-11,71035080,8425,84,59060
Assam,2024-02-12,71035080,8784,88,56038
Assam,2024-02-13,71035080,8910,88,59183
Assam,2024-02-14,71035080,8753,80,57403
Assam,2024-02-15,71035080,8985,80,56283
Assam,2024-02-16,71035080,8629,83,56068
Assam,2024-02-17,71035080,8120,88,58837
Assam,2024-02-18,71035080,8781,89,58698
Assam,2024-02-19,71035080,9059,84,56782
Assam,2024-02-20,71035080,8698,87,56050
Assam,2024-02-21,71035080,8880,83,56475
Assam,2024-02-22,71035080,8978,90,58609
Assam,2024-02-23,71035080,8693,89,57365
Assam,2024-02-24,71035080,8544,89,59756
Assam,2024-02-25,71035080,8309,87,56379
Assam,2024-02-26,71035080,8523,82,59055
Assam,2024-02-27,71035080,8466,82,56367
Assam,2024-02-28,71035080,8302,81,57242
Assam,2024-02-29,71035080,8490,90,57854
Jharkhand,2024-01-01,189451343,5164,81,32953
Jharkhand,2024-01-02,189451343,5003,76,31029
Jharkhand,2024-01-03,189451343,5103,79,34406
Jharkhand,2024-01-04,189451343,4498,72,31323
Jharkhand,2024-01-05,189451343,4759,74,31725
Jharkhand,2024-01-06,189451343,4544,80,31278
Jharkhand,2024-01-07,189451343,4602,80,32029
Jharkhand,2024-01-08,189451343,5040,71,33653
Jharkhand,2024-01-09,189451343,4607,72,31620
Jharkhand,2024-01-10,189451343,5176,72,31788
Jharkhand,2024-01-11,189451343,5033,77,33176
Jharkhand,2024-01-12,189451343,5143,77,32354
Jharkhand,2024-01-13,189451343,5055,75,31448
Jharkhand,2024-01-14,189451343,4943,80,32076
Jharkhand,2024-01-15,189451343,4705,71,33899
Jharkhand,2024-01-16,189451343,5221,74,33831
Jharkhand,2024-01-17,189451343,5330,81,32475
Jharkhand,2024-01-18,189451343,5052,77,32345
Jharkhand,2024-01-19,189451343,5136,78,33745
Jharkhand,2024-01-20,189451343,5070,75,31836
Jharkhand,2024-01-21,189451343,5075,75,33668
Jharkhand,2024-01-22,189451343,4553,71,33672
Jharkhand,2024-01-23,189451343,5025,71,33265
Jharkhand,2024-01-24,189451343,4363,71,31615
Jharkhand,2024-01-25,189451343,5280,76,31013
Jharkhand,2024-01-26,189451343,4955,81,33483
Jharkhand,2024-01-27,189451343,4396,80,33850
Jharkhand,2024-01-28,189451343,4347,80,32315
Jharkhand,2024-01-29,189451343,4711,72,32956
Jharkhand,2024-01-30,189451343,5002,81,31819
Jharkhand,2024-01-31,189451343,5090,72,33021
Jharkhand,2024-02-01,189451343,5179,78,32911
Jharkhand,2024-02-02,189451343,4492,81,31420
Jharkhand,2024-02-03,189451343,4991,75,34016
Jharkhand,2024-02-04,189451343,5190,80,32189
Jharkhand,2024-02-05,189451343,4584,75,33762
Jharkhand,2024-02-06,189451343,4744,78,33571
Jharkhand,2024-02-07,189451343,4998,79,31224
Jharkhand,2024-02-08,189451343,4470,72,31414
Jharkhand,2024-02-09,189451343,4584,73,32764
Jharkhand,2024-02-10,189451343,4653,76,31101
Jharkhand,2024-02-11,189451343,5020,74,33044
Jharkhand,2024-02-12,189451343,4777,71,34786
Jharkhand,2024-02-13,189451343,5041,78,32898
Jharkhand,2024-02-14,189451343,5210,75,34324
Jharkhand,2024-02-15,189451343,4829,75,31371
Jharkhand,2024-02-16,189451343,4489,77,33324
Jharkhand,2024-02-17,189451343,4593,71,33623
Jharkhand,2024-02-18,189451343,4619,76,31424
Jharkhand,2024-02-19,189451343,5036,81,34294
Jharkhand,2024-02-20,189451343,4992,76,34373
Jharkhand,2024-02-21,189451343,4370,79,34505
Jharkhand,2024-02-22,189451343,5140,80,32227
Jharkhand,2024-02-23,189451343,4517,79,32037
Jharkhand,2024-02-24,189451343,4384,79,31945
Jharkhand,2024-02-25,189451343,5188,73,33614
Jharkhand,2024-02-26,189451343,5125,73,31413
Jharkhand,2024-02-27,189451343,4345,80,32746
Jharkhand,2024-02-28,189451343,4733,77,34314
Jharkhand,2024-02-29,189451343,5284,76,31340
Chhattisgarh,2024-01-01,181486241,9247,57,36365
Chhattisgarh,2024-01-02,181486241,8817,58,39580
Chhattisgarh,2024-01-03,181486241,8734,65,40055
Chhattisgarh,2024-01-04,181486241,9153,63,39264
Chhattisgarh,2024-01-05,181486241,8965,66,36491
Chhattisgarh,2024-01-06,181486241,8940,62,37969
Chhattisgarh,2024-01-07,181486241,9191,61,40251
Chhattisgarh,2024-01-08,181486241,9230,61,38983
Chhattisgarh,2024-01-09,181486241,9204,62,39506
Chhattisgarh,2024-01-10,181486241,8747,57,39261
Chhattisgarh,2024-01-11,181486241,9463,66,39543
Chhattisgarh,2024-01-12,181486241,8725,57,37120
Chhattisgarh,2024-01-13,181486241,8912,63,37960
Chhattisgarh,2024-01-14,181486241,9367,60,37222
Chhattisgarh,2024-01-15,181486241,8675,59,37129
Chhattisgarh,2024-01-16,181486241,8796,57,38987
Chhattisgarh,2024-01-17,181486241,8696,66,40141
Chhattisgarh,2024-01-18,181486241,9437,65,37188
Chhattisgarh,2024-01-19,181486241,9518,66,36621
Chhattisgarh,2024-01-20,181486241,9635,66,38634
Chhattisgarh,2024-01-21,181486241,9166,64,39474
Chhattisgarh,2024-01-22,181486241,8965,59,38220
Chhattisgarh,2024-01-23,181486241,8996,57,38191
Chhattisgarh,2024-01-24,181486241,8647,57,37305
Chhattisgarh,2024-01-25,181486241,9219,59,38286
Chhattisgarh,2024-01-26,181486241,8737,60,39645
Chhattisgarh,2024-01-27,181486241,8744,62,37546
Chhattisgarh,2024-01-28,181486241,8944,66,39597
Chhattisgarh,2024-01-29,181486241,9460,65,39709
Chhattisgarh,2024-01-30,181486241,9231,59,37625
Chhattisgarh,2024-01-31,181486241,9156,65,40168
Chhattisgarh,2024-02-01,181486241,9273,61,40020
Chhattisgarh,2024-02-02,181486241,9548,62,37267
Chhattisgarh,2024-02-03,181486241,8894,64,36403
Chhattisgarh,2024-02-04,181486241,8998,67,39656
Chhattisgarh,2024-02-05,181486241,8655,57,40198
Chhattisgarh,2024-02-06,181486241,9243,61,39083
Chhattisgarh,2024-02-07,181486241,8992,63,39891
Chhattisgarh,2024-02-08,181486241,9226,60,39273
Chhattisgarh,2024-02-09,181486241,9099,58,40041
Chhattisgarh,2024-02-10,181486241,9558,61,36762
Chhattisgarh,2024-02-11,181486241,8750,64,38602
Chhattisgarh,2024-02-12,181486241,8962,64,40166
Chhattisgarh,2024-02-13,181486241,9602,58,37154
Chhattisgarh,2024-02-14,181486241,8965,67,37608
Chhattisgarh,2024-02-15,181486241,8689,64,39100
Chhattisgarh,2024-02-16,181486241,8830,57,38525
Chhattisgarh,2024-02-17,181486241,9554,64,39051
Chhattisgarh,2024-02-18,181486241,9538,67,37982
Chhattisgarh,2024-02-19,181486241,9231,57,36686
Chhattisgarh,2024-02-20,181486241,9262,59,38270
Chhattisgarh,2024-02-21,181486241,9529,64,40235
Chhattisgarh,2024-02-22,181486241,9310,57,37360
Chhattisgarh,2024-02-23,181486241,8986,64,36897
Chhattisgarh,2024-02-24,181486241,8976,57,38803
Chhattisgarh,2024-02-25,181486241,8786,63,37318
Chhattisgarh,2024-02-26,181486241,9618,66,36352
Chhattisgarh,2024-02-27,181486241,9405,63,40122
Chhattisgarh,2024-02-28,181486241,9602,63,37688
Chhattisgarh,2024-02-29,181486241,8997,62,38382
Telangana,2024-01-01,6619823,7893,72,36316
Telangana,2024-01-02,6619823,7279,71,36441
Telangana,2024-01-03,6619823,7207,69,36497
Telangana,2024-01-04,6619823,7634,77,36747
Telangana,2024-01-05,6619823,7383,78,36061
Telangana,2024-01-06,6619823,7548,70,35070
Telangana,2024-01-07,6619823,8097,70,38708
Telangana,2024-01-08,6619823,7979,73,37362
Telangana,2024-01-09,6619823,7381,78,36105
Telangana,2024-01-10,6619823,7508,70,37147
Telangana,2024-01-11,6619823,8092,72,34797
Telangana,2024-01-12,6619823,7255,71,35920
Telangana,2024-01-13,6619823,7942,76,38603
Telangana,2024-01-14,6619823,7245,73,36207
Telangana,2024-01-15,6619823,7154,73,37618
Telangana,2024-01-16,6619823,7461,71,37907
Telangana,2024-01-17,6619823,7760,75,38446
Telangana,2024-01-18,6619823,7760,78,38086
Telangana,2024-01-19,6619823,8001,78,36283
Telangana,2024-01-20,6619823,8014,70,38258
Telangana,2024-01-21,6619823,7852,71,35073
Telangana,2024-01-22,6619823,8050,69,37175
Telangana,2024-01-23,6619823,7409,76,38173
Telangana,2024-01-24,6619823,7290,68,38699
Telangana,2024-01-25,6619823,7142,71,35751
Telangana,2024-01-26,6619823,8090,71,35610
Telangana,2024-01-27,6619823,7742,78,38101
Telangana,2024-01-28,6619823,7617,75,36038
Telangana,2024-01-29,6619823,7743,72,36616
Telangana,2024-01-30,6619823,7449,75,35122
Telangana,2024-01-31,6619823,7679,74,38724
Telangana,2024-02-01,6619823,7297,78,38122
Telangana,2024-02-02,6619823,7268,69,37623
Telangana,2024-02-03,6619823,7803,72,37205
Telangana,2024-02-04,6619823,7259,78,36470
Telangana,2024-02-05,6619823,7573,71,37138
Telangana,2024-02-06,6619823,7218,76,38681
Telangana,2024-02-07,6619823,7533,78,38459
Telangana,2024-02-08,6619823,7762,77,36572
Telangana,2024-02-09,6619823,7659,68,35938
Telangana,2024-02-10,6619823,7359,70,37397
Telangana,2024-02-11,6619823,7627,75,34776
Telangana,2024-02-12,6619823,7988,78,37080
Telangana,2024-02-13,6619823,7561,74,37286
Telangana,2024-02-14,6619823,7672,72,36741
Telangana,2024-02-15,6619823,7772,75,34869
Telangana,2024-02-16,6619823,7261,68,35924
Telangana,2024-02-17,6619823,7271,73,36795
Telangana,2024-02-18,6619823,7813,74,36582
Telangana,2024-02-19,6619823,7442,71,38338
Telangana,2024-02-20,6619823,7382,70,34917
Telangana,2024-02-21,6619823,7664,74,37468
Telangana,2024-02-22,6619823,7433,76,35864
Telangana,2024-02-23,6619823,8051,78,36266
Telangana,2024-02-24,6619823,7783,72,38661
Telangana,2024-02-25,6619823,7689,74,38143
Telangana,2024-02-26,6619823,7556,68,34782
Telangana,2024-02-27,6619823,7457,73,38602
Telangana,2024-02-28,6619823,8071,78,36681
Telangana,2024-02-29,6619823,7470,75,35145
Andhra Pradesh,2024-01-01,134552857,7588,83,18788
Andhra Pradesh,2024-01-02,134552857,6969,77,21952
Andhra Pradesh,2024-01-03,134552857,7539,84,18545
Andhra Pradesh,2024-01-04,134552857,6879,84,20472
Andhra Pradesh,2024-01-05,134552857,7116,87,21062
Andhra Pradesh,2024-01-06,134552857,7173,86,20185
Andhra Pradesh,2024-01-07,134552857,6839,84,18748
Andhra Pradesh,2024-01-08,134552857,6875,87,22089
Andhra Pradesh,2024-01-09,134552857,6647,84,21792
Andhra Pradesh,2024-01-10,134552857,7143,80,21985
Andhra Pradesh,2024-01-11,134552857,7059,84,21704
Andhra Pradesh,2024-01-12,134552857,7021,84,20612
Andhra Pradesh,2024-01-13,134552857,6649,77,21271
Andhra Pradesh,2024-01-14,134552857,7360,87,21938
Andhra Pradesh,2024-01-15,134552857,7133,79,21185
